Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2015","3"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Iraq","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Iraq","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2010","10"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2011","6"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2012","7"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2013","8"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2014","17"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2015","13"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2016","29"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2017","40"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2019","11"
"Bilans Alimentaires (2010-)","Irlande","Aliments pour animaux","Céréales, Autres","2020","15"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2010","4"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2013","3"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2016","20"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2018","2"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2019","27"
"Bilans Alimentaires (2010-)","Irlande","Nourriture","Céréales, Autres","2020","23"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Islande","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Islande","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2010","15"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2011","9"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2012","11"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2013","10"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2014","10"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2015","9"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2016","10"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2017","12"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2018","7"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2019","9"
"Bilans Alimentaires (2010-)","Israël","Aliments pour animaux","Céréales, Autres","2020","14"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2019","2"
"Bilans Alimentaires (2010-)","Israël","Nourriture","Céréales, Autres","2020","3"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2010","82"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2011","71"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2012","54"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2013","112"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2014","126"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2015","174"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2016","174"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2017","185"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2018","139"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2019","137"
"Bilans Alimentaires (2010-)","Italie","Aliments pour animaux","Céréales, Autres","2020","146"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2010","43"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2011","33"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2012","81"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2013","98"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2014","88"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2015","113"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2016","110"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2017","125"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2018","99"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2019","101"
"Bilans Alimentaires (2010-)","Italie","Nourriture","Céréales, Autres","2020","125"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Jamaïque","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Jamaïque","Nourriture","Céréales, Autres","2020","2"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2010","7"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2011","8"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2012","9"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2013","8"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2014","10"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2015","9"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2016","8"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2018","10"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2019","8"
"Bilans Alimentaires (2010-)","Japon","Aliments pour animaux","Céréales, Autres","2020","14"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2010","134"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2011","123"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2012","133"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2013","110"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2014","120"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2015","120"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2016","111"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2017","115"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2018","117"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2019","120"
"Bilans Alimentaires (2010-)","Japon","Nourriture","Céréales, Autres","2020","104"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Jordanie","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Jordanie","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2010","115"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2011","296"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2012","334"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2013","279"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2014","254"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2015","529"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2016","452"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2017","226"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2018","262"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2019","312"
"Bilans Alimentaires (2010-)","Kazakhstan","Aliments pour animaux","Céréales, Autres","2020","325"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2010","33"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2011","43"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2012","54"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2013","64"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2014","55"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2015","80"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2016","96"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2017","85"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2018","96"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2019","94"
"Bilans Alimentaires (2010-)","Kazakhstan","Nourriture","Céréales, Autres","2020","67"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Kenya","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2015","18"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2016","18"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2017","4"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Kenya","Nourriture","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2011","2"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2017","4"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2018","2"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2012","4"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2013","3"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2015","4"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2016","4"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2017","7"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2018","5"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2019","4"
"Bilans Alimentaires (2010-)","Kirghizistan","Nourriture","Céréales, Autres","2020","2"
"Bilans Alimentaires (2010-)","Kiribati","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Kiribati","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Kiribati","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Kiribati","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Kiribati","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Kiribati","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2013","4"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2015","3"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2016","3"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2017","3"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2018","4"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Koweït","Aliments pour animaux","Céréales, Autres","2020","4"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2019","2"
"Bilans Alimentaires (2010-)","Koweït","Nourriture","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Lesotho","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2010","4"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2011","4"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2012","3"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2016","7"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2017","7"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Lesotho","Nourriture","Céréales, Autres","2020","1"
